Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-byid-substances-xml,1,1,0
Cross.list-simple-byid-substancesourcematerials,1,0,0
Cross.list-simple-byid-substancesourcematerials-json,1,0,0
Cross.list-simple-byid-substancesourcematerials-xml,1,0,0
Cross.list-simple-byid-supplydeliveries,1,0,0
Cross.list-simple-byid-supplydeliveries-json,1,0,0
Cross.list-simple-byid-supplydeliveries-xml,1,1,0
Cross.list-simple-byid-supplyrequests,1,0,0
Cross.list-simple-byid-supplyrequests-json,1,0,0
Cross.list-simple-byid-supplyrequests-xml,1,1,0
Cross.list-simple-byid-tasks,1,0,0
Cross.list-simple-byid-tasks-json,1,0,0
Cross.list-simple-byid-tasks-xml,1,0,0
Cross.list-simple-byid-terminologycapabilities,1,0,0
Cross.list-simple-byid-terminologycapabilities-json,1,0,0
Cross.list-simple-byid-terminologycapabilities-xml,1,0,0
Cross.list-simple-byid-testplans,1,0,0
Cross.list-simple-byid-testplans-json,1,0,0
Cross.list-simple-byid-testplans-xml,1,0,0
Cross.list-simple-byid-testreports,1,0,0
Cross.list-simple-byid-testreports-json,1,0,0
Cross.list-simple-byid-testreports-xml,1,0,0
Cross.list-simple-byid-testscripts,1,0,0
Cross.list-simple-byid-testscripts-json,1,0,0
Cross.list-simple-byid-testscripts-xml,1,0,0
Cross.list-simple-byid-transports,1,0,0
Cross.list-simple-byid-transports-json,1,0,0
Cross.list-simple-byid-transports-xml,1,0,0
Cross.list-simple-byid-valuesets,1,0,0
Cross.list-simple-byid-valuesets-json,1,1,0
Cross.list-simple-byid-valuesets-xml,1,1,0
Cross.list-simple-byid-verificationresults,1,1,0
Cross.list-simple-byid-verificationresults-json,1,1,0
Cross.list-simple-byid-verificationresults-xml,1,1,0
Cross.list-simple-byid-visionprescriptions,1,0,0
Cross.list-simple-byid-visionprescriptions-json,1,0,0
Cross.list-simple-byid-visionprescriptions-xml,1,0,0
Cross.list-simple-canonicalresources,1,0,0
Cross.list-simple-canonicalresources-json,1,0,0
Cross.list-simple-canonicalresources-xml,1,0,0
Cross.list-simple-capabilitystatements,1,2,893
Cross.list-simple-capabilitystatements-json,1,2,933
Cross.list-simple-capabilitystatements-xml,1,2,925
Cross.list-simple-careplans,1,0,0
Cross.list-simple-careplans-json,1,0,0
Cross.list-simple-careplans-xml,1,0,0
Cross.list-simple-careteams,1,0,0
Cross.list-simple-careteams-json,1,0,0
Cross.list-simple-careteams-xml,1,0,0
Cross.list-simple-chargeitemdefinitions,1,0,0
Cross.list-simple-chargeitemdefinitions-json,1,0,0
Cross.list-simple-chargeitemdefinitions-xml,1,1,0
Cross.list-simple-chargeitems,1,0,0
Cross.list-simple-chargeitems-json,1,0,0
Cross.list-simple-chargeitems-xml,1,1,0
Cross.list-simple-citations,1,0,0
Cross.list-simple-citations-json,1,1,0
Cross.list-simple-citations-xml,1,1,0
Cross.list-simple-claimresponses,1,1,0
Cross.list-simple-claimresponses-json,1,1,0
Cross.list-simple-claimresponses-xml,1,1,0
Cross.list-simple-claims,1,0,0
Cross.list-simple-claims-json,1,0,0
Cross.list-simple-claims-xml,1,0,0
Cross.list-simple-clinicalimpressions,1,0,0
Cross.list-simple-clinicalimpressions-json,1,0,0
Cross.list-simple-clinicalimpressions-xml,1,0,0
Cross.list-simple-clinicalusedefinitions,1,0,0
Cross.list-simple-clinicalusedefinitions-json,1,1,0
Cross.list-simple-clinicalusedefinitions-xml,1,1,0
Cross.list-simple-codesystems,1,1,0
Cross.list-simple-codesystems-json,1,1,0
Cross.list-simple-codesystems-xml,1,2,0
Cross.list-simple-communicationrequests,1,0,0
Cross.list-simple-communicationrequests-json,1,1,0
Cross.list-simple-communicationrequests-xml,1,1,0
Cross.list-simple-communications,1,0,0
Cross.list-simple-communications-json,1,0,0
Cross.list-simple-communications-xml,1,0,0
Cross.list-simple-compartmentdefinitions,1,0,0
Cross.list-simple-compartmentdefinitions-json,1,0,0
Cross.list-simple-compartmentdefinitions-xml,1,0,0
Cross.list-simple-compositions,1,0,0
Cross.list-simple-compositions-json,1,0,0
Cross.list-simple-compositions-xml,1,0,0
Cross.list-simple-conceptmaps,1,0,0
Cross.list-simple-conceptmaps-json,1,0,0
Cross.list-simple-conceptmaps-xml,1,0,0
Cross.list-simple-conditiondefinitions,1,0,0
Cross.list-simple-conditiondefinitions-json,1,0,0
Cross.list-simple-conditiondefinitions-xml,1,1,0
Cross.list-simple-conditions,1,0,0
Cross.list-simple-conditions-json,1,1,0
Cross.list-simple-conditions-xml,1,1,0
Cross.list-simple-consents,1,0,0
Cross.list-simple-consents-json,1,0,0
Cross.list-simple-consents-xml,1,0,0
Cross.list-simple-contracts,1,0,0
Cross.list-simple-contracts-json,1,0,0
Cross.list-simple-contracts-xml,1,0,0
Cross.list-simple-coverageeligibilityrequests,1,1,0
Cross.list-simple-coverageeligibilityrequests-json,1,1,0
Cross.list-simple-coverageeligibilityrequests-xml,1,1,0
Cross.list-simple-coverageeligibilityresponses,1,0,0
Cross.list-simple-coverageeligibilityresponses-json,1,1,0
Cross.list-simple-coverageeligibilityresponses-xml,1,1,0
Cross.list-simple-coverages,1,0,0
Cross.list-simple-coverages-json,1,0,0
Cross.list-simple-coverages-xml,1,0,0
Cross.list-simple-detectedissues,1,0,0
Cross.list-simple-detectedissues-json,1,0,0
Cross.list-simple-detectedissues-xml,1,0,0
Cross.list-simple-deviceassociations,1,0,0
Cross.list-simple-deviceassociations-json,1,0,0
Cross.list-simple-deviceassociations-xml,1,0,0
Cross.list-simple-devicedefinitions,1,0,0
Cross.list-simple-devicedefinitions-json,1,1,0
Cross.list-simple-devicedefinitions-xml,1,1,0
Cross.list-simple-devicedispenses,1,0,0
Cross.list-simple-devicedispenses-json,1,0,0
Cross.list-simple-devicedispenses-xml,1,1,0
Cross.list-simple-devicemetrics,1,0,0
Cross.list-simple-devicemetrics-json,1,1,0
Cross.list-simple-devicemetrics-xml,1,1,0
Cross.list-simple-devicerequests,1,0,0
Cross.list-simple-devicerequests-json,1,0,0
Cross.list-simple-devicerequests-xml,1,0,0
Cross.list-simple-devices,1,0,0
Cross.list-simple-devices-json,1,0,0
Cross.list-simple-devices-xml,1,1,0
Cross.list-simple-deviceusages,1,0,0
Cross.list-simple-deviceusages-json,1,0,0
Cross.list-simple-deviceusages-xml,1,0,0
Cross.list-simple-diagnosticreports,1,0,0
Cross.list-simple-diagnosticreports-json,1,0,0
Cross.list-simple-diagnosticreports-xml,1,0,0
Cross.list-simple-documentreferences,1,0,0
Cross.list-simple-documentreferences-json,1,0,0
Cross.list-simple-documentreferences-xml,1,0,0
Cross.list-simple-domainresources,1,0,0
Cross.list-simple-domainresources-json,1,0,0
Cross.list-simple-domainresources-xml,1,0,0
Cross.list-simple-encounterhistories,1,0,0
Cross.list-simple-encounterhistories-json,1,0,0
Cross.list-simple-encounterhistories-xml,1,1,0
Cross.list-simple-encounters,1,0,0
Cross.list-simple-encounters-json,1,1,0
Cross.list-simple-encounters-xml,1,1,0
Cross.list-simple-endpoints,1,0,0
Cross.list-simple-endpoints-json,1,0,0
Cross.list-simple-endpoints-xml,1,0,0
Cross.list-simple-enrollmentrequests,1,0,0
Cross.list-simple-enrollmentrequests-json,1,0,0
Cross.list-simple-enrollmentrequests-xml,1,0,0
Cross.list-simple-enrollmentresponses,1,0,0
Cross.list-simple-enrollmentresponses-json,1,0,0
Cross.list-simple-enrollmentresponses-xml,1,0,0
Cross.list-simple-episodeofcares,1,0,0
Cross.list-simple-episodeofcares-json,1,0,0
Cross.list-simple-episodeofcares-xml,1,0,0
Cross.list-simple-eventdefinitions,1,0,0
Cross.list-simple-eventdefinitions-json,1,0,0
Cross.list-simple-eventdefinitions-xml,1,0,0
Cross.list-simple-evidencereports,1,0,0
Cross.list-simple-evidencereports-json,1,0,0
Cross.list-simple-evidencereports-xml,1,0,0
Cross.list-simple-evidences,1,0,0
Cross.list-simple-evidences-json,1,0,0
Cross.list-simple-evidences-xml,1,0,0
Cross.list-simple-evidencevariables,1,0,0
Cross.list-simple-evidencevariables-json,1,0,0
Cross.list-simple-evidencevariables-xml,1,1,0
Cross.list-simple-examplescenarios,1,1,0
Cross.list-simple-examplescenarios-json,1,1,0
Cross.list-simple-examplescenarios-xml,1,1,0
Cross.list-simple-explanationofbenefits,1,0,0
Cross.list-simple-explanationofbenefits-json,1,0,0
Cross.list-simple-explanationofbenefits-xml,1,0,0
Cross.list-simple-extensions,1,0,1213
Cross.list-simple-extensions-mm,1,0,1213
Cross.list-simple-familymemberhistories,1,0,0
Cross.list-simple-familymemberhistories-json,1,0,0
Cross.list-simple-familymemberhistories-xml,1,0,0
Cross.list-simple-flags,1,0,0
Cross.list-simple-flags-json,1,0,0
Cross.list-simple-flags-xml,1,0,0
Cross.list-simple-formularyitems,1,1,0
Cross.list-simple-formularyitems-json,1,1,0
Cross.list-simple-formularyitems-xml,1,1,0
Cross.list-simple-genomicstudies,1,0,0
Cross.list-simple-genomicstudies-json,1,0,0
Cross.list-simple-genomicstudies-xml,1,1,0
Cross.list-simple-goals,1,0,0
Cross.list-simple-goals-json,1,1,0
Cross.list-simple-goals-xml,1,1,0
Cross.list-simple-graphdefinitions,1,0,0
Cross.list-simple-graphdefinitions-json,1,0,0
Cross.list-simple-graphdefinitions-xml,1,0,0
Cross.list-simple-groups,1,0,0
Cross.list-simple-groups-json,1,0,0
Cross.list-simple-groups-xml,1,0,0
Cross.list-simple-guidanceresponses,1,0,0
Cross.list-simple-guidanceresponses-json,1,0,0
Cross.list-simple-guidanceresponses-xml,1,0,0
Cross.list-simple-healthcareservices,1,0,0
Cross.list-simple-healthcareservices-json,1,0,0
Cross.list-simple-healthcareservices-xml,1,0,0
Cross.list-simple-imagingselections,1,0,0
Cross.list-simple-imagingselections-json,1,1,0
Cross.list-simple-imagingselections-xml,1,1,0
Cross.list-simple-imagingstudies,1,0,0
Cross.list-simple-imagingstudies-json,1,0,0
Cross.list-simple-imagingstudies-xml,1,0,0
Cross.list-simple-immunizationevaluations,1,0,0
Cross.list-simple-immunizationevaluations-json,1,0,0
Cross.list-simple-immunizationevaluations-xml,1,0,0
Cross.list-simple-immunizationrecommendations,1,0,0
Cross.list-simple-immunizationrecommendations-json,1,1,0
Cross.list-simple-immunizationrecommendations-xml,1,1,0
Cross.list-simple-immunizations,1,0,0
Cross.list-simple-immunizations-json,1,0,0
Cross.list-simple-immunizations-xml,1,0,0
Cross.list-simple-implementationguides,1,0,79
Cross.list-simple-implementationguides-json,1,0,84
Cross.list-simple-implementationguides-xml,1,0,83
Cross.list-simple-ingredients,1,0,0
Cross.list-simple-ingredients-json,1,0,0
Cross.list-simple-ingredients-xml,1,0,0
Cross.list-simple-insuranceplans,1,0,0
Cross.list-simple-insuranceplans-json,1,0,0
Cross.list-simple-insuranceplans-xml,1,0,0
Cross.list-simple-inventoryitems,1,0,0
Cross.list-simple-inventoryitems-json,1,0,0
Cross.list-simple-inventoryitems-xml,1,0,0
Cross.list-simple-inventoryreports,1,0,0
Cross.list-simple-inventoryreports-json,1,0,0
Cross.list-simple-inventoryreports-xml,1,1,0
Cross.list-simple-invoices,1,0,0
Cross.list-simple-invoices-json,1,0,0
Cross.list-simple-invoices-xml,1,1,0
Cross.list-simple-libraries,1,0,0
Cross.list-simple-libraries-json,1,0,0
Cross.list-simple-libraries-xml,1,0,0
Cross.list-simple-linkages,1,0,0
Cross.list-simple-linkages-json,1,0,0
Cross.list-simple-linkages-xml,1,0,0
Cross.list-simple-lists,1,0,0
Cross.list-simple-lists-json,1,0,0
Cross.list-simple-lists-xml,1,0,0
Cross.list-simple-locations,1,0,0
Cross.list-simple-locations-json,1,1,0
Cross.list-simple-locations-xml,1,1,0
Cross.list-simple-logicals,1,0,662
Cross.list-simple-logicals-mm,1,0,662
Cross.list-simple-manufactureditemdefinitions,1,0,0
Cross.list-simple-manufactureditemdefinitions-json,1,1,0
Cross.list-simple-manufactureditemdefinitions-xml,1,1,0
Cross.list-simple-measurereports,1,0,0
Cross.list-simple-measurereports-json,1,0,0
Cross.list-simple-measurereports-xml,1,0,0
Cross.list-simple-measures,1,0,0
Cross.list-simple-measures-json,1,0,0
Cross.list-simple-measures-xml,1,0,0
Cross.list-simple-medicationadministrations,1,0,0
Cross.list-simple-medicationadministrations-json,1,0,0
Cross.list-simple-medicationadministrations-xml,1,0,0
Cross.list-simple-medicationdispenses,1,0,316
Cross.list-simple-medicationdispenses-json,1,0,331
Cross.list-simple-medicationdispenses-xml,1,0,328
Cross.list-simple-medicationknowledges,1,0,0
Cross.list-simple-medicationknowledges-json,1,0,0
Cross.list-simple-medicationknowledges-xml,1,0,0
Cross.list-simple-medicationrequests,1,0,1492
Cross.list-simple-medicationrequests-json,1,1,1557
Cross.list-simple-medicationrequests-xml,1,1,1544
Cross.list-simple-medications,1,0,1076
Cross.list-simple-medications-json,1,0,1126
Cross.list-simple-medications-xml,1,1,1116
Cross.list-simple-medicationstatements,1,0,0
Cross.list-simple-medicationstatements-json,1,0,0
Cross.list-simple-medicationstatements-xml,1,0,0
Cross.list-simple-medicinalproductdefinitions,1,0,0
Cross.list-simple-medicinalproductdefinitions-json,1,0,0
Cross.list-simple-medicinalproductdefinitions-xml,1,0,0
Cross.list-simple-messagedefinitions,1,0,0
Cross.list-simple-messagedefinitions-json,1,0,0
Cross.list-simple-messagedefinitions-xml,1,0,0
Cross.list-simple-messageheaders,1,0,0
Cross.list-simple-messageheaders-json,1,0,0
Cross.list-simple-messageheaders-xml,1,0,0
Cross.list-simple-metadataresources,1,0,0
Cross.list-simple-metadataresources-json,1,1,0
Cross.list-simple-metadataresources-xml,1,1,0
Cross.list-simple-molecularsequences,1,0,0
Cross.list-simple-molecularsequences-json,1,0,0
Cross.list-simple-molecularsequences-xml,1,1,0
Cross.list-simple-name-accounts,1,0,0
Cross.list-simple-name-accounts-json,1,1,0
Cross.list-simple-name-accounts-xml,1,1,0
Cross.list-simple-name-activitydefinitions,1,0,0
Cross.list-simple-name-activitydefinitions-json,1,1,0
Cross.list-simple-name-activitydefinitions-xml,1,1,0
Cross.list-simple-name-actordefinitions,1,0,752
Cross.list-simple-name-actordefinitions-json,1,1,792
Cross.list-simple-name-actordefinitions-xml,1,1,784
Cross.list-simple-name-administrableproductdefinitions,1,0,0
Cross.list-simple-name-administrableproductdefinitions-json,1,0,0
Cross.list-simple-name-administrableproductdefinitions-xml,1,0,0
Cross.list-simple-name-adverseevents,1,0,0
Cross.list-simple-name-adverseevents-json,1,0,0
Cross.list-simple-name-adverseevents-xml,1,0,0
Cross.list-simple-name-allergyintolerances,1,0,0
Cross.list-simple-name-allergyintolerances-json,1,0,0
Cross.list-simple-name-allergyintolerances-xml,1,0,0
Cross.list-simple-name-appointmentresponses,1,0,0
Cross.list-simple-name-appointmentresponses-json,1,0,0
Cross.list-simple-name-appointmentresponses-xml,1,0,0
Cross.list-simple-name-appointments,1,0,0
Cross.list-simple-name-appointments-json,1,0,0
Cross.list-simple-name-appointments-xml,1,0,0
Cross.list-simple-name-artifactassessments,1,0,0
Cross.list-simple-name-artifactassessments-json,1,0,0
Cross.list-simple-name-artifactassessments-xml,1,1,0
Cross.list-simple-name-auditevents,1,0,0
Cross.list-simple-name-auditevents-json,1,0,0
Cross.list-simple-name-auditevents-xml,1,0,0
Cross.list-simple-name-basics,1,0,0
Cross.list-simple-name-basics-json,1,0,0
Cross.list-simple-name-basics-xml,1,0,0
Cross.list-simple-name-binaries,1,0,0
Cross.list-simple-name-binaries-json,1,0,0
Cross.list-simple-name-binaries-xml,1,1,0
Cross.list-simple-name-biologicallyderivedproductdispenses,1,0,0
Cross.list-simple-name-biologicallyderivedproductdispenses-json,1,0,0
Cross.list-simple-name-biologicallyderivedproductdispenses-xml,1,0,0
Cross.list-simple-name-biologicallyderivedproducts,1,0,0
Cross.list-simple-name-biologicallyderivedproducts-json,1,1,0
Cross.list-simple-name-biologicallyderivedproducts-xml,1,1,0
Cross.list-simple-name-bodystructures,1,1,0
Cross.list-simple-name-bodystructures-json,1,1,0
Cross.list-simple-name-bodystructures-xml,1,1,0
Cross.list-simple-name-bundles,1,0,142
Cross.list-simple-name-bundles-json,1,0,147
Cross.list-simple-name-bundles-xml,1,1,146
Cross.list-simple-name-canonicalresources,1,0,0
Cross.list-simple-name-canonicalresources-json,1,0,0
Cross.list-simple-name-canonicalresources-xml,1,0,0
Cross.list-simple-name-capabilitystatements,1,1,893
Cross.list-simple-name-capabilitystatements-json,1,2,933
Cross.list-simple-name-capabilitystatements-xml,1,2,925
Cross.list-simple-name-careplans,1,0,0
Cross.list-simple-name-careplans-json,1,1,0
Cross.list-simple-name-careplans-xml,1,1,0
Cross.list-simple-name-careteams,1,1,0
Cross.list-simple-name-careteams-json,1,1,0
Cross.list-simple-name-careteams-xml,1,1,0
Cross.list-simple-name-chargeitemdefinitions,1,1,0
Cross.list-simple-name-chargeitemdefinitions-json,1,1,0
Cross.list-simple-name-chargeitemdefinitions-xml,1,1,0
Cross.list-simple-name-chargeitems,1,0,0
Cross.list-simple-name-chargeitems-json,1,0,0
Cross.list-simple-name-chargeitems-xml,1,1,0
Cross.list-simple-name-citations,1,0,0
Cross.list-simple-name-citations-json,1,0,0
Cross.list-simple-name-citations-xml,1,0,0
Cross.list-simple-name-claimresponses,1,0,0
Cross.list-simple-name-claimresponses-json,1,1,0
Cross.list-simple-name-claimresponses-xml,1,1,0
Cross.list-simple-name-claims,1,0,0
Cross.list-simple-name-claims-json,1,0,0
Cross.list-simple-name-claims-xml,1,0,0
Cross.list-simple-name-clinicalimpressions,1,0,0
Cross.list-simple-name-clinicalimpressions-json,1,0,0
Cross.list-simple-name-clinicalimpressions-xml,1,0,0
Cross.list-simple-name-clinicalusedefinitions,1,0,0
Cross.list-simple-name-clinicalusedefinitions-json,1,0,0
Cross.list-simple-name-clinicalusedefinitions-xml,1,1,0
Cross.list-simple-name-codesystems,1,0,0
Cross.list-simple-name-codesystems-json,1,0,0
Cross.list-simple-name-codesystems-xml,1,1,0
Cross.list-simple-name-communicationrequests,1,0,0
Cross.list-simple-name-communicationrequests-json,1,0,0
Cross.list-simple-name-communicationrequests-xml,1,1,0
Cross.list-simple-name-communications,1,0,0
Cross.list-simple-name-communications-json,1,0,0
Cross.list-simple-name-communications-xml,1,0,0
Cross.list-simple-name-compartmentdefinitions,1,0,0
Cross.list-simple-name-compartmentdefinitions-json,1,0,0
Cross.list-simple-name-compartmentdefinitions-xml,1,0,0
Cross.list-simple-name-compositions,1,1,0
Cross.list-simple-name-compositions-json,1,1,0
Cross.list-simple-name-compositions-xml,1,1,0
Cross.list-simple-name-conceptmaps,1,0,0
Cross.list-simple-name-conceptmaps-json,1,0,0
Cross.list-simple-name-conceptmaps-xml,1,1,0
Cross.list-simple-name-conditiondefinitions,1,0,0
Cross.list-simple-name-conditiondefinitions-json,1,0,0
Cross.list-simple-name-conditiondefinitions-xml,1,0,0
Cross.list-simple-name-conditions,1,0,0
Cross.list-simple-name-conditions-json,1,0,0
Cross.list-simple-name-conditions-xml,1,0,0
Cross.list-simple-name-consents,1,0,0
Cross.list-simple-name-consents-json,1,0,0
Cross.list-simple-name-consents-xml,1,0,0
